source	target	mor
ESR2	CRHBP	-1
NR1I2	DNAJC7	1
SMARCA1	EPO	1
NFATC1	CX3CR1	1
NFATC2	CX3CR1	1
ESR1	MMP26	1
ETV4	SERPINB3	1
XBP1	LARGE1	1
NR3C1	ACAT1	1
SMAD3	DSPP	1
SMAD2	DSPP	1
DNMT1	CLDN16	1
TBX15	GJA1	1
TBX15	TBX2	1
IRF3	CREBBP	1
NR3C1	CXCL8	-1
CRX	IGF2	1
MYC	IGF2	-1
NKX2-1	TPO	1
MEF2A	CPT1A	1
MEF2C	CPT1A	1
MYB	YEATS4	1
ESR1	YEATS4	1
ESR1	CYP3A4	1
VDR	CYP3A7	1
STAT5A	CLNK	1
ZBED1	PCNA	1
SREBF2	ABCA1	-1
FOXM1	PCK1	1
NR0B2	G6PC1	-1
PLAGL2	SFTPC	1
ZNF91	SFTPC	1
PLAGL2	SFTPB	1
KLF2	CDKN1A	1
RUNX1	CD79A	1
NEUROD1	CD79A	1
IRF9	CCND2	-1
IRF9	CDKN1A	1
IRF9	CDKN1B	1
DNMT3B	DNMT3A	1
DNMT3A	DNMT3B	1
SP1	DNMT3A	1
SP1	DNMT3B	1
SP3	DNMT3A	1
SP3	DNMT3B	1
CDX2	UGT1A8	1
HNF1A	UGT1A8	1
YY1	THBS1	-1
GLI2	FOXE1	1
GATA4	MYOCD	1
MYC	CFLAR	-1
ESR1	CFLAR	1
NFX1	TERT	1
IRF8	NF1	1
TP53	CXCL8	1
ESR1	GRB14	1
SP1	BGN	1
SP3	BGN	1
DNMT1	EGFR	1
MITF	HPGDS	1
AR	POMC	1
TBX15	FADD	1
ATF4	BGLAP	1
STAT3	MAP2K5	1
TP53	SH2D1A	1
HMGA1	KL	1
HMGA1	BTK	1
MYOG	CHRNG	1
TET1	PRM1	1
FOS	MAP2K1	1
SPI1	KEAP1	1
GATA4	ACOT13	1
TBPL1	TERF1	1
EGR1	SYN1	1
ONECUT3	ONECUT1	1
ONECUT1	ONECUT3	1
NR1I3	IL1B	1
TP53	CDH1	1
MSX2	RUNX2	-1
CEBPB	ACTG2	1
CEBPB	ACTA2	1
SP1	SULT1A3	1
TBP	FGFR1	1
CEBPB	ASNS	-1
NFE2L3	NQO1	-1
NR4A1	MDM2	-1
NR5A1	SULT2A1	1
GATA6	SULT2A1	1
CEBPA	G6PC1	1
CEBPB	G6PC1	1
CREB1	G6PC1	1
TP53	IKBIP	1
GATA4	CLDN2	1
DNMT1	ASCL1	1
ZNF699	ASCL1	1
ASCL1	PNP	1
YBX3	GSR	1
REL	IFNA1	1
BHLHE41	CCND1	-1
BHLHE41	MYH14	1
E2F4	CCNA2	1
STAT1	OPRM1	1
STAT3	OPRM1	1
ZNF354C	CDH1	1
ATF2	ACE	1
JUN	ACE	1
EGR1	PIK3C3	1
SREBF2	PLA2G6	1
SP1	NQO2	1
SP3	NQO2	1
SP1	SOD3	1
SP3	SOD3	1
MZF1	MS4A3	1
TP73	PDGFRB	1
TP73	NFYA	1
GATA6	LAMA1	1
GATA6	ROCK1	1
NR4A1	PELP1	1
TP53	CCNA1	1
ESRRA	PPARA	1
DLX3	BGLAP	1
HIVEP1	HP	1
ELF1	KRT5	1
ELF1	PLEC	1
CEBPG	APOB	1
HNF1A	APOB	1
AHR	PON1	1
FOXH1	NODAL	1
SMAD2	NODAL	1
SSRP1	CYP19A1	1
NR4A1	GADD45GIP1	1
NCOA2	TAT	1
NR3C1	TAT	1
ETS1	SH2D1A	1
ETS2	SH2D1A	1
RFX1	CIITA	1
ETS1	ERBB2	1
JUN	MUC4	1
SP1	MUC4	1
SP1	SREBF1	1
NR3C1	SLPI	1
SRY	TH	1
JUN	KITLG	1
JUN	TPSB2	1
E2F1	ISYNA1	1
BACH1	HBA1	1
POU4F3	NTF3	1
HOXA1	PAX3	1
POU3F2	PAX3	1
PAX3	POU3F2	1
BCL3	IL10	1
NFKB1	IL10	1
TP63	SERPINB5	1
SPDEF	SERPINB5	1
MYC	IKBKB	1
NR3C1	CDKN1A	1
PBX3	TLX3	1
NFIC	GABRA6	1
MEF2A	NPPA	1
MEF2A	ADK	1
MEF2A	PITX2	1
PITX2	ADK	1
FOXP3	IL2RA	1
ESRRA	APOA4	1
NR4A1	IL2	1
SP1	CYP2J2	1
USF1	BAX	1
ETV4	BAX	1
FLI1	MPL	1
ETS1	GP9	1
ETS1	MPL	1
STAT1	IFNL3	1
HES1	E2F1	-1
HES1	SLC25A5	1
IRF1	CASP1	1
BATF3	MMP1	-1
NFE2L2	HBB	1
MYC	TCP10L	1
ETS1	CHUK	1
HNF4A	UGT1A10	1
HNF4A	UGT1A7	1
HNF4A	UGT1A9	1
SMAD3	PPARD	-1
NHLH1	NDN	1
TAF1	NDN	1
NR1H4	CARM1	1
TFCP2L1	CYP11A1	1
UBP1	CYP11A1	1
HIF1A	PFKFB4	1
ZNF91	IFNB1	1
JUN	STMN1	1
SP3	FGFR4	1
TFAP2A	PITX2	1
TAL1	FLT1	1
SP1	NRF1	1
SP3	FMR1	1
CEBPB	SOD3	1
MEF2A	ACTA2	1
MEF2A	ACTG2	1
STAT3	SCGB3A2	1
SP1	B3GNT9	1
SPI1	SPHK1	1
NR4A3	EMD	1
NRG1	CHD7	1
NRG1	EMD	1
NRG1	TEC	1
SMARCA1	ST7	-1
HNF1B	NNMT	1
PDX1	GIP	1
NR4A1	CYP19A1	-1
NR4A2	CYP19A1	-1
NR4A3	CYP19A1	1
SREBF2	SCARB1	1
SP1	TAGLN	-1
SP1	THEG	1
SP1	MYH11	1
SP1	GATA3	1
GATA3	SP1	1
GATA3	ZEB1	1
ZEB1	GATA3	-1
HNF1A	CYP2E1	1
NR2F1	CYP2E1	1
IRF8	IL12A	1
TP53	BAK1	1
SP1	BBC3	1
RUNX1	RUNX1T1	1
USF1	LITAF	1
RBPJ	MET	1
EGR1	CCNA2	1
NFKB2	MYL2	1
NFKB2	NPPA	1
SRF	MYL2	1
AIRE	TG	1
HNF4A	MTAP	1
SNAI1	CDH3	1
VDR	ERCC3	1
CEBPG	OXTR	1
GATA1	IL13	-1
RELA	MICA	1
IKZF4	DLG4	1
ZNF354C	DLG4	1
MAF	CD2	1
MAF	CD4	1
THRA	UCP3	1
IRF2	MYH9	1
MLXIPL	ACACA	1
SMAD6	COL1A2	1
NFIL3	VWF	1
TP53	IGBP1	1
IRF3	AKT1	1
IRF3	PI3	1
SP1	LYZ	1
WT1	NPHS1	1
ZFP1	SLC11A1	1
TBP	PLA2G4A	1
KAT7	ORC2	1
BCL6	CCND2	-1
FOXO3	CCND2	-1
FOXO3	BCL6	1
TP53	IRF1	1
IRF1	TP53	1
E2F2	CDK1	1
E2F3	CDK1	1
MYBL2	CCNB1	1
MYBL2	CDK1	1
CEBPB	SPRR1A	1
JUN	SPRR1A	1
FOS	FOSL1	1
FOXL2	CYP19A1	1
NFKBIB	CNR1	1
NFKBIB	SDHC	1
NFKBIB	SERPINB1	1
NFKBIB	SOD2	1
AR	ABCA1	1
GLI2	BCL2	1
PPARG	CYP1A1	-1
MAFB	CRYAB	1
NR2F2	CYP3A4	1
ETV5	LTF	1
SMAD4	FN1	1
AR	SARG	1
RFX2	ALAS2	1
ISL1	KCNJ11	1
PDX1	KCNJ11	1
HOXA10	FKBP4	1
SP1	PI3	1
VDR	INSIG2	1
STAT5A	IFNG	1
MAZ	MMP14	1
MZF1	ST6GALNAC4	1
MYC	NME2	1
NME2	MYC	1
ELK1	SRF	1
KLF11	CAV1	-1
SP1	CAV1	1
NR3C1	CCL11	1
PPARG	CCL11	1
RELA	CCL11	1
NRG1	CSN2	1
OLIG1	FGF2	1
TBPL2	TXN	1
GATA4	GJA5	1
PPARA	MTTP	1
GATA4	GCG	1
HNF4A	WT1	1
KLF2	PLA2G4A	1
MBD2	RB1	1
GATA4	MUC2	1
ESR1	TFF1	1
SP1	TFF1	1
SP3	TFF1	1
MZF1	CDH2	1
SP1	CDH2	1
SP3	CDH2	-1
ETS1	NR2F2	1
NR1I2	SULT2A1	1
JARID2	NPPA	-1
SOX7	GATA4	1
SOX7	GATA6	1
FOS	IL18	1
JDP2	PON2	1
JUN	PON2	1
EGR1	SOCS1	1
LEF1	DLL1	1
HSF1	PRKACA	1
FOXO1	APOC3	1
TTF1	RET	1
TFAP2C	WWOX	1
TFCP2	DPEP1	1
GATA6	MYLK	-1
GATA6	MYOCD	1
GATA6	TAGLN	1
SP1	DMD	1
SP3	DMD	1
CREM	STAR	1
JUN	CYP8B1	1
AHR	FASLG	1
YBX1	FASLG	1
SP3	SOCS3	1
DNMT1	SOCS3	1
SP1	SOCS3	1
SP3	IL6	1
MSC	KRT8	1
MSC	PLAT	1
SNAI1	CDKN1A	-1
RUNX1	ITGA2B	1
USF1	CHUK	1
USF2	CHUK	1
SOX2	POU5F1	1
POU5F1	SOX2	1
UTF1	FBXO15	1
NCOA2	NR1I2	1
NCOA2	NR1I3	1
NCOA2	UGT1A1	1
NR1I2	UGT1A1	1
NR3C1	UGT1A1	1
JUNB	MAP2K1	1
JUNB	PLAU	-1
PAX6	RB1	1
IRF2	DST	-1
IRF1	DST	-1
FEZF2	CCN2	1
KLF2	ITGAD	1
KLF4	ITGAD	-1
THAP7	NCOR1	1
PGR	GNRH1	1
TP53	PRKCA	-1
YY1	ACP5	1
MEF2A	MYH13	1
JUN	BLOC1S3	1
ZGLP1	IAPP	1
FOXA2	IAPP	-1
BCL6	CDKN2A	1
EGR1	CCR5	1
KLF4	ENG	-1
GLI1	POMC	1
PPARG	MUC1	1
PPARA	MUC1	1
PPARD	MUC1	1
SREBF2	ACR	1
SP3	MYH7	1
SP3	MYH13	1
SP1	MYH13	1
SP4	MYH13	1
PAX3	MYH13	1
NFE2L2	MAFG	1
MAFG	MAF	1
NFE2L2	MAF	1
USF1	PTGFR	1
USF1	SHBG	1
USF2	SHBG	1
SP1	ACHE	1
CDX1	RETNLB	1
FOS	SMAD7	1
JUN	SMAD7	1
ETS1	CCND1	1
MYB	GNG3	1
MYB	PPIG	1
MYB	UGT1A1	1
TBPL1	SLC3A1	1
JUNB	CD82	1
TP53	PMAIP1	1
TP53	NLRC4	1
E2F4	FGFR1	-1
HNF1A	PRODH2	1
SPI1	CD34	1
TCFL5	CLGN	1
JUN	IVL	1
YY1	IVL	-1
CEBPA	BMI1	-1
MYC	NPM1	1
SP1	CLDN19	1
SRF	AKAP12	1
NR1H4	C3	1
ETS2	HMOX1	1
ETS2	MAPK8	1
ETS2	PIK3R1	1
ETS1	HMOX1	1
PAX6	AKT1	1
PAX6	PI3	1
NR5A1	VNN1	1
SOX9	VNN1	1
AR	FSHB	1
TBX5	SRF	1
TBX5	UTS2R	1
PPARD	HSD11B2	-1
NR1H4	SLC10A2	-1
E2F1	TP53BP2	1
FOS	MYL2	-1
KAT5	CD82	1
FLI1	MDM2	1
JUN	HBZ	1
RUNX1	IGFBP3	-1
MYC	PDLIM7	1
TBP	HBB	1
JUN	RELB	1
NFKB1	RELB	1
RELA	RELB	1
NFKB2	TRIM28	1
ZNF350	TRIM28	1
POU4F1	PMAIP1	-1
POU2F1	SLC26A3	1
POU2F2	SLC26A3	1
DMTF1	KRAS	1
JUNB	DMP1	1
NCOR1	DIO1	1
NCOR1	TBL1X	1
NCOR2	DIO1	1
NCOR2	TBL1X	1
VDR	CYP24A1	1
CEBPB	TIMM17A	1
CEBPG	TIMM17A	1
GLI3	MYF5	-1
MYF5	SHH	1
FOXI1	PAX8	1
HOXB13	KLK3	1
FOXO3	SIRT1	1
SIRT1	FOXO3	-1
HIF1A	UCP2	1
IKZF1	FAAH	1
MYBL2	GJA1	1
NFKBIB	CCL5	1
NFKBIB	IKBKB	1
NFKBIB	MAP3K14	1
NFKBIB	PDLIM7	1
YY1	LORICRIN	-1
SRF	FHL2	1
HIF1A	FURIN	1
HIF1A	TGFB1	1
SREBF1	DBI	1
HMGA2	DBI	1
HSF1	CYLC1	1
BCL6	NFKB1	-1
HSF1	FASLG	1
PBX1	CDKN2A	1
CEBPB	PLG	1
WT1	NUP210	1
NR5A2	CYP11A1	1
NR5A1	CCND2	1
FOXO1	CCND2	-1
RARA	VEGFA	-1
NKX3-1	PDLIM7	1
NFKB1	BAX	-1
HNF4A	PAK5	1
HNF4A	RPS6KA6	1
MYBL2	ELN	-1
MYBL2	DYM	1
FOSL1	CXCL8	-1
TBP	CXCL8	1
ELF4	MGAT5	1
NR5A1	HSD3B2	1
DNMT3A	CDKN1A	-1
EGR1	RELA	-1
RELA	EGR1	-1
EGR1	GADD45A	1
EGR1	GADD45B	1
CUX1	CYBB	1
IKZF1	GH1	-1
IKZF1	PRL	1
JUNB	GJA1	1
SATB1	HBE1	1
SATB1	CREBBP	1
TP53	NANOG	1
HIF1A	HSP90B1	1
EGR1	SLC8A1	-1
NR4A1	PKD1	1
KLF4	MYOCD	-1
MITF	CDKN2A	-1
STAT1	CSF1	1
TP53	SQSTM1	1
NR0B2	NR4A1	1
CEBPG	ALOX5AP	1
JUN	PML	1
SREBF1	HK2	1
AR	F2R	1
NR1I2	CYP24A1	1
NR3C1	AGT	1
FOXA1	GCG	1
PPARA	SERPINE1	1
MYCN	HLA-DRB1	1
STAT6	HSD3B2	1
STAT5A	HSD3B1	1
CREB1	BDKRB2	1
KLF4	BDKRB2	1
APEX1	ABCB1	1
TP63	ABCB1	1
TP73	ABCB1	1
HOXA2	SIX2	-1
RELA	NFKBIE	1
ZNF148	PDGFRA	1
NPAS1	EPO	-1
TBP	MAP3K14	1
TBP	TAF5	1
TBP	TAF12	1
NR0B2	APOA2	1
NR0B2	APOC3	1
ETS2	CGA	1
ETS2	PRKACA	1
HOXC6	IGFBP3	-1
HOXC6	MME	-1
SIRT1	BCL11A	-1
BCL11A	SIRT1	1
BCL11A	H3C1	1
ATF2	EGR1	1
EGR1	IL17A	1
MAFK	MEN1	1
KMT2A	MEN1	1
AR	MDM2	1
ELK3	AQP5	1
SP1	AQP5	1
ENO1	HSD3B2	1
MYCN	MDM2	1
ELF1	CASP8	1
ELF1	FAF1	1
ELF1	GRB2	1
ELF1	ILKAP	1
ELF1	PDK1	1
VSX1	HTT	1
VSX2	HTT	1
VSX2	RB1	1
SP1	KAT2B	1
KAT7	CYP24A1	1
NKX3-1	SHISA5	1
TP73	BBC3	1
TP73	SHISA5	1
SP1	HNF4A	1
CEBPB	SLC19A1	1
RBPJ	DLK1	-1
FOXP3	HMOX1	1
CREB1	PPARGC1A	1
REST	TUBB3	-1
NFE2L2	AKR1B1	1
NFE2L2	AR	1
NFE2L2	VPS52	1
SP1	SOX3	1
USF1	SOX3	1
DNMT1	BIRC5	-1
MBD1	MGMT	-1
AHR	IGKV2D-26	1
HOXA9	EIF4E	1
HOXA9	ODC1	1
SKIL	AFP	1
CTCF	EGF	1
PAX6	EGF	1
DDIT3	CXCL8	1
STAT6	IGHE	1
TP53	GPRC5A	-1
EGR1	HSD11B2	-1
NFKB1	HSD11B2	1
RELA	HSD11B2	1
RELA	SLC1A2	1
MYCN	SLC1A2	-1
SPI1	ERVK-6	1
TP53	IGFBP3	1
SP1	HK2	1
CEBPB	ORM1	1
PPARA	ORM1	-1
TBX10	VCAM1	1
ESR2	VDR	1
GTF2I	HSPA5	1
STAT3	CSF3	1
STAT1	TRIM63	1
MLX	COL11A1	1
KLF15	PPARG	1
CREB3L1	HSPA5	1
SP1	CXCL2	1
NR2F1	PIAS1	1
JUNB	CYP11B2	1
HNF4A	VCAN	1
CTCF	IRAK2	1
TFAP2B	IRAK2	1
ATF3	GDF15	1
SP1	APOE	1
ESRRA	SP1	1
KMT2A	SET	1
NCOA1	SELE	1
DNMT1	RELN	-1
CEBPA	CYP2A6	1
CEBPB	CYP2A6	1
HNF4A	CYP2A6	1
POU2F1	CYP2A6	1
HNF4A	ADGRG1	1
TP53	RECQL4	1
TAL1	FGFR1	1
TAL1	KRT9	1
STAT3	CDC25A	1
STAT3	RB1	-1
ELF1	CD44	1
ELF1	HPS4	1
ELF1	UCN	1
GTF2I	CD44	1
GTF2I	HPS4	1
GTF2I	UCN	1
SRY	HSPA1A	1
TFDP3	ARHGEF15	-1
CUX1	HPS5	1
NFYA	HPS5	1
HOXA9	CYBB	1
HOXA10	HOXA9	1
HOXA9	HOXA10	1
POU2F2	IGHM	1
ELF1	CAT	1
NFATC2	IL21	1
TBX21	IL21	1
NFE2L2	TFB1M	1
NFE2L2	TFB2M	1
NRF1	TFB2M	1
AR	HEY1	1
HEY1	AR	1
USF1	APOA5	1
USF2	APOA5	1
ELK3	CCND1	-1
ELK3	DHFR	-1
ELK3	FOS	-1
MYB	CDKN1B	1
MYB	CDK6	1
FOSL1	CDKN2A	1
JUN	CYP19A1	-1
NCOA1	SERPINE1	1
FOXO1	BMP4	1
FOXQ1	BMP4	1
PAX3	BMP4	1
FOXO1	CNR1	-1
FOXO1	EPHA2	1
FOXO1	EPHA4	1
PAX3	CNR1	1
PAX3	EPHA2	1
PAX3	EPHA4	1
DNMT1	PML	1
SP1	IL6	1
TFCP2	SNRPN	1
TFCP2	SNURF	1
DNMT1	CISH	1
DNMT1	PRM3	1
SP1	TIMP2	1
MBD1	SETDB1	-1
USF1	SLC16A1	-1
USF2	SLC16A1	-1
ESR1	MACROD1	1
SP1	MACROD1	1
CREB1	KLK3	1
HNF4A	SLC22A7	1
HNF4A	NR1H4	1
NR1H4	HNF4A	-1
NR0B2	SLC22A7	-1
NR1H4	SLC22A7	1
SOX9	COL11A2	1
CEBPD	MAPK14	1
SMAD1	POMC	1
HIF1A	IGF1	1
ETS1	BMP4	1
NKX2-2	MBP	1
CUX1	STAT6	1
NCOA2	GRIP1	1
NCOA2	TNFRSF1A	1
ESR1	CASP8AP2	1
JUN	IL10	1
JUNB	IL10	1
JUNB	LARGE1	1
RUNX1	HLA-E	1
GATA3	KLRC1	1
ZSCAN26	FOS	-1
MBD2	MBD3L2	1
NCOR1	CD44	1
THRA	CD44	1
NR4A1	RB1	1
STAT5A	NTRK1	1
YBX1	MMP12	1
NFKB1	TNFSF15	1
RELA	TNFSF15	1
NKX3-2	RUNX2	-1
OLIG1	MBP	1
OLIG1	PLP1	1
TBP	BDKRB1	1
YY1	BDKRB1	1
NKX3-1	CASP3	1
NKX3-1	CASP9	1
HIF1A	TPO	1
TP63	HSPA4	1
MEF2C	KDR	1
PDX1	RIPK1	1
PDX1	TKT	1
SP1	TAT	1
SP3	SOD2	1
SP3	TAT	1
SMAD7	FSHB	1
SP3	KLK3	1
SP1	CCNB1	-1
RBPJ	PDLIM7	1
RBPJ	ELAC2	1
HMGA1	IFNG	1
BCL6	STAT5A	1
STAT5A	BCL6	-1
HMGA1	RAG2	1
ESR1	OPN1LW	1
SATB1	IL2	1
SATB1	TAT	1
SP7	TAT	1
TP63	IGFBP3	1
TP73	IGFBP3	1
E2F1	CDKN1B	1
FOS	IL3	1
JUN	IL3	1
NFIC	AFP	1
FOXD1	SERPINE1	1
SMAD6	SERPINE1	1
OVOL1	ID2	1
PPARA	GSK3B	1
SSRP1	ISYNA1	1
TBP	ISYNA1	1
SREBF1	PTGS2	1
MITF	CDKN1A	1
KLF2	MCL1	1
KLF2	NOS3	1
KLF2	SERPINE1	-1
KLF2	THBD	1
TBP	CHMP4A	1
SREBF2	HMGCS2	1
SMAD1	VEGFA	1
SMAD5	VEGFA	-1
RELA	CXCL2	1
RELA	NAF1	1
FOXA2	IBSP	1
FOXQ1	IBSP	1
HOXA1	IBSP	1
HOXA1	RHOB	1
KLF5	IBSP	1
SOX17	IBSP	1
CEBPG	LRP6	1
CEBPB	LRP6	1
CEBPB	LRPAP1	1
CEBPG	CREBBP	1
PITX2	LEF1	1
LEF1	PITX2	1
DLX5	WNT10B	1
SP7	WNT10B	1
STAT3	MAF	1
AHR	BTK	1
AHR	CD2	1
NFKB1	EBI3	1
RELA	EBI3	1
SPI1	EBI3	1
HSF2	PRKACA	1
HSF2	ROS1	1
ZNF436	SMARCA4	1
AR	CFLAR	1
SP1	HSD17B7	1
SP1	SKAP2	1
E2F1	PPP1R13B	1
E2F2	PPP1R13B	1
E2F2	TP53BP2	1
E2F3	PPP1R13B	1
E2F3	TP53BP2	1
TP53	TP53BP2	1
GATA3	IL1RL1	1
HOXD13	CASP8AP2	1
HOXD13	HOXA13	1
HOXD13	NGEF	1
NR1D1	PPARG	-1
PPARG	NR1D1	1
CTCF	CSNK2A2	1
SNAI2	BRCA2	-1
BACH1	NQO1	-1
TP73	TERT	-1
TP53	TRIAP1	1
DNMT1	IL3	-1
DNMT1	RUNX1	1
DNMT1	RUNX1T1	1
ATF7	TAF12	1
TAF12	ATF7	1
KLF2	MAGEE1	1
KLF2	WEE1	-1
KLF6	WEE1	1
SP1	WEE1	1
LITAF	GADD45A	1
EWSR1	STYXL1	1
FLI1	STYXL1	1
MYC	PML	1
E2F1	MT1G	1
EGR1	VEGFA	1
JARID2	MYH14	1
JARID2	MYH6	-1
MEF2A	MYH6	1
TP73	CCNB1	-1
JUN	CCNA2	1
USF1	PRKG1	1
USF2	PRKG1	1
RUNX1	MPL	1
DNMT1	HAL	1
NFATC2	LGALS4	1
NFATC2	MAPK8	1
TFAP2B	PTGDS	1
MEF2C	SUB1	1
EGR1	APP	1
MEF2D	CD44	1
MEF2D	DAZAP1	1
MAF	IL10	1
RUNX1	TRB	1
NFKB1	NFKBID	1
TP63	KRT5	1
TP63	TERT	1
YBX1	MVP	1
TP53	DIDO1	1
EGR2	BGLAP	1
CEBPG	DDIT4	1
ELK1	DDIT4	1
CEBPA	CES1	1
KAT7	WT1	1
MYB	WT1	1
WT1	MYB	-1
STAT3	CCL11	1
HMGA2	RHO	1
RELA	NFKB2	1
REST	GRIN2B	-1
ETV4	MMP14	1
RUNX3	ABCB1	-1
RUNX3	ABCC1	-1
RUNX3	BCL2	-1
SP1	KCTD13	-1
TFAP2A	KCTD13	1
RELA	GDF15	1
HOXA5	PTN	1
NCOR1	BMAL1	1
SP1	HBEGF	1
PPARA	LEP	-1
PPARG	LEP	1
TFAP2A	ADIPOQ	1
RUNX2	BMP2	1
RXRA	EPO	1
ATF2	PPARGC1A	-1
MYC	CD5	1
TBPL1	NF1	1
TBP	FOS	1
TBP	NF1	-1
TBPL1	FOS	-1
NR5A1	TMPRSS11D	1
E2F1	CCNE2	1
MBD2	OPRD1	1
MZF1	PKD1	1
SP1	PKD1	1
ZNF148	PKD1	1
FOS	PTGS2	1
E2F3	IL6	1
E2F3	PIK3R1	1
MNX1	IL6	1
MNX1	PIK3R1	1
BMAL1	PRL	1
KLF11	INS	1
KLF11	CAT	1
CREB1	GRIN2B	1
CDX2	ALPI	1
CDX1	IAPP	1
CDX2	IAPP	1
SSRP1	IAPP	1
ATF4	TRIB3	1
TRIB3	ATF4	-1
DDIT3	TRIB3	1
PAX3	PARP1	1
CEBPB	TFF1	-1
TFAP2A	CKB	1
MYB	HSPA5	1
IRF2	TAP1	1
STAT4	CD4	1
STAT6	SOCS3	1
RUNX3	KIR3DL1	-1
CEBPB	CYP3A4	1
HIVEP1	SPEN	1
CEBPG	CSN1S1	1
CEBPG	PRL	1
STAT5A	CSN1S1	1
DNMT1	CSN1S1	1
DNMT1	PRL	1
BMAL1	SLC9A3	1
CLOCK	SLC9A3	1
SP1	ETV2	1
HIF1A	MMUT	1
MYC	HIF1A	-1
HIF1A	MYC	-1
SP1	HIF1A	1
HIF1A	SP1	-1
MYC	MMUT	1
SP1	MMUT	1
TP53	MMUT	1
RFXAP	SMARCA4	1
RORA	ARG1	1
RORA	APOA5	1
SP3	KNTC1	1
CRX	ALDH7A1	1
TBX3	CDKN2A	-1
YY1	DNAJB4	1
FLI1	PTPN13	1
EWSR1	L1CAM	1
EWSR1	PTPN13	1
FLI1	L1CAM	1
FLI1	PTPN1	1
CEBPB	SLC5A5	1
EGR1	APEX1	1
SP1	GSTK1	1
SP1	HPGDS	1
SP3	GSTK1	1
SP3	HPGDS	1
TP53	GSTK1	1
TP53	HPGDS	1
NFE2L2	CASP1	1
NFE2L2	NFE2	1
AHR	NFE2L2	1
NFE2L2	AHR	1
NONO	SNCA	1
MNX1	INS	1
FOS	SPP1	1
NR1H3	SPP1	1
ETS1	REN	1
PBX1	REN	1
PKNOX1	REN	1
HOXD10	REN	1
NEUROD1	NNAT	1
ELF3	PTGS2	1
ENO1	HSPA4	1
ENO1	JUN	1
ENO1	LCT	1
ENO1	PGK1	1
HIF1A	JUN	1
HIF1A	LDHA	1
HIF1A	PGK1	1
JUN	LDHA	1
TP63	PERP	1
RUNX2	CSN2	1
MEF2A	JPH2	1
JUN	TNFRSF1B	1
JUN	RASGRF1	1
MAX	OPRK1	1
MXD1	OPRK1	1
NCOR2	ESR1	1
NR3C1	FAS	1
SP1	FGF4	1
SP3	FGF4	1
IRF5	IFNA1	1
TP73	BDKRB2	1
ENO1	CCND1	1
ENO1	MAP2K5	1
E4F1	RASSF1	1
E4F1	CD44	1
HIF1A	PIK3C3	1
KLF4	CCNE1	-1
MYC	CHUK	1
NCOA3	CHUK	1
TAF1	SLC2A1	1
SP1	CXCL12	1
CEBPB	ID2	1
ELK1	FZD8	1
PAX4	FZD8	1
CEBPA	SAA2	1
CEBPB	SAA2	1
CEBPD	SAA2	1
NFKB1	SAA2	1
RELA	SAA2	1
MYOD1	ACTB	1
MYOD1	MYL2	1
SP1	AKR1C3	1
SP3	AKR1C3	1
NFIC	SCT	1
SP3	NFIC	1
SP4	SCT	1
EGR1	CXCL12	1
EGR1	SELE	1
SP1	SLC6A3	1
SP3	SLC6A3	1
ZNF263	RELN	1
HNF4A	MMP7	1
EZH2	DAB2IP	-1
FOXM1	LAMA4	1
FOXO1	BAX	1
NR1H4	ICAM1	1
FLI1	CCNE1	1
EWSR1	CCNE1	1
SP1	CCNE1	1
AHR	UGT1A7	1
DNMT1	CYP1A1	1
DNMT1	UGT1A7	1
AHR	SDHB	1
NR1H4	UGT2B7	1
ESRRG	ESRRA	1
PPARG	ESRRA	1
AR	FKBP5	1
FOXO4	BCL2L11	1
HOXB3	HOXB2	1
HOXB2	HOXB3	1
VDR	ABCC3	1
CDX2	HEPH	1
SP1	ITGA5	1
TCF3	DLD	1
TCF3	SULT2A1	1
NR3C1	CSF2	1
NR3C1	IL5	1
RUNX2	FGFR2	1
TWIST1	FGFR2	1
NR0B1	DHH	1
NR5A1	DHH	1
CEBPD	PI3	1
DDIT3	PI3	1
DDIT3	CCL2	1
TP53	PDLIM7	1
JUN	BGLAP	1
JUN	NACA	1
NR5A2	POU5F1	1
SP1	RARA	1
SCX	SHBG	1
GATA6	CYB5A	1
NR5A1	CYB5A	1
HNF4A	ALPI	1
PPARA	FABP3	1
CEBPD	HBB	1
CEBPG	HBB	1
CEBPB	HBB	1
BCL6B	IL2	1
POU4F2	HSPB1	1
AR	ERBB2	1
DLX4	OGA	1
GRHL3	OGA	1
NKX2-5	NPPB	1
VDR	NPPA	1
SP1	ATM	1
NR2C2	TNF	1
SRF	ACTB	1
SRF	GSN	1
SMAD3	EDN1	1
PPARA	GRHPR	1
STAT5A	SLCO1B3	1
STAT5A	GHR	1
THRA	EGFR	1
TBX2	TBX20	1
TBX20	TBX2	-1
TBX2	MYCN	-1
TBX20	MEF2C	1
GATA4	MEF2C	1
GATA4	NKX2-5	1
NKX2-5	GATA4	1
ISL1	MEF2C	1
ISL1	NKX2-5	1
TBX20	NKX2-5	1
SIX3	BMP4	1
CREM	CRH	1
GRHL3	SMAD7	1
MECOM	SMAD7	-1
SP1	COL10A1	1
SP3	COL10A1	1
DLX5	COL10A1	1
NCOR2	TH	1
CEBPB	ADIPOQ	1
SP1	FECH	1
SP1	PADI2	1
SP3	PADI2	1
USF1	GCLC	-1
PPARA	ELOVL3	1
SREBF1	ELOVL3	1
NR1H3	ELOVL3	1
